C8h+HxhTViuuAAAQ/94rDg==,2,2
C8h+MhhVUSugAQAGAFArAA==,34,34
C8h0Rhgj5iuxAgAD/3IrEA==,2,2
C8h0rhgeXiu4Af+dABArGA==,25,25
C8h2YRgkkTPcAP/tABYzHQ==,3,3
C8h3+xghRDPYAv9rAA4zGA==,60,76
C8h3FBgebSuoAQBh//ErCA==,24,24
C8h3dBhGgzPJAQBd/+ozCQ==,29,34
C8h41BgkDyu9Av/gAJQrAA==,7,7
C8h46RhOVBtuAQA5/7MbDA==,53,34
C8h4kBgnAyuxBP+z/xorEQ==,12,9
C8h5WBhMnSuhBgB1AV0rAQ==,40,40
C8h67BhdvSu4Af+kAAcrGA==,51,40
C8h6aBgchyuwBf/8/scrEA==,25,32
C8h8Jhhdziu4A/9AAAwrGA==,27,27
C8h8PBgc8Su+A/+eAJsrHA==,29,14
C8h8UhgjmCuhAQAcAE4rAQ==,15,15
C8h9BhgjbCu5A/8+AC4rGQ==,37,37
C8hAvBg/PiObFPx5AvkjHA==,96,98
C8hBWxgdPCu8Av93ADUrFw==,27,27
C8hCChgj1Cu3Av9r/9UrFw==,14,16
C8hCbBgd7yujAQAwAFErAQ==,8,8
C8hECxgksiutCQHXAGgrBQ==,31,31
C8hJhBgkCCu6AP/UABwrGw==,18,18
C8hJiRglCSunAQBzABIrBw==,15,15
C8hNDBggRSu1AP/M/+wrFQ==,78,37
C8hPvhgfsSugCP/7AakrHw==,16,16
C8hQShgjVyuuB//i/qcrFQ==,11,11
C8hT2xgdiyu/Af/5AFYrHw==,18,18
C8hTRxgp8yuuAQAU/8UrDg==,34,34
C8hYgBggPiu5A/8uADcrGQ==,60,73
C8hYyRgkdiuzAP/Y/9krEw==,14,14
C8hZaBgzcCitAwCR/48oDw==,25,13
C8hZgBgkSyuqAQBX/94rCg==,8,8
C8hbLhg0gxNNAAAL/+wTDQ==,25,25
C8hboBgxKCu+Af/bADkrGg==,9,9
C8hc+BgrzCunBgBn/y8rEg==,40,35
C8hd1Bg0OiurBQE2/0orCw==,31,23
C8hgPBg0YRNXAv9c//0TFw==,92,92
C8hhYBgsGxt5Bf6cAFQbGQ==,93,92
C8hi6xglASurBQD1/zMrCw==,45,45
C8hiFRgfliunBwHhABUrBw==,8,8
C8hihBgtKSi3AQAD/9QoCA==,15,15
C8hjoxgpKSuwA//n/10rEA==,37,23
C8hmZRgeGCunBAEIAAIrBw==,42,23
C8hndRgfXyugBwBVAXUrAA==,37,9
C8hspBg4pRNCAAAeACcTAg==,72,70
C8htmxge4yuwA//U/z0rEA==,24,24
C8huBRgf5CuwCv+A/dMrEA==,31,25
C8hw1hgloiu4A/9Q/9ErEg==,19,19
C8hw9xgeXSugDACQAnorAA==,15,15
C8hw9xglbiugAAAKAC0rAA==,9,9
C8hwiRgfsiuwAP/6/+UrEA==,6,6
C8hyVRgevSuoAQBi//ArCA==,32,32
C8hzMxgdSyu4BP78ACgrGA==,15,15
C8hzbxgdvCu5Af+5ABIrGQ==,26,34
C8hznhgeiSuoAQBg//ArCA==,43,49
C8i0IRhjkiuyA/+G/3IrGQ==,36,36
C8i21hheaCu+A/+eAIcrHg==,32,26
C8iAZhhdlyuvAgAi/2srDg==,30,66
C8iAwxgm2Bt1D/5a/TUbEw==,91,89
C8iBQRglGiuhAgApAH0rAQ==,61,30
C8iCPxg5aCu1Av92/+UrFw==,29,29
C8iCihgywCuwCQFt/wArDg==,28,28
C8iCwRgiFCu0BP/vAFIrCA==,8,8
C8iEABhOASuvAQAnAAIrHw==,13,13
C8iEUxhUgzPdAf/LAEMzHQ==,29,28
C8iEvRhUrAk0AP/t//UJFA==,76,72
C8iEwxgekyu+Av/iAG0rHg==,18,18
C8iFAxgeoCuvAgAd/4srDg==,18,14
C8iG7BhODCuvAQAC/8orDw==,29,29
C8iGFBge8yu8Af/GADorHA==,21,15
C8iGzxhZ/CurBADw/28rCw==,8,8
C8iHrhgmXTPEJwlAAbMzCQ==,64,64
C8iHsBhPRCu3AP/X//orFw==,9,9
C8iLUhhLBRtrFP/H/FAbEg==,89,92
C8iM1hgvUSu9H/i3/isrFQ==,75,75
C8iR2hhM5iOPAQAL/8cjDw==,81,76
C8iRtRha2SizAf/P/9MoFA==,15,16
C8iS+BhZfCu/Av/0AGwrHw==,25,20
C8iSKRha8TPDAQBDAD8zAw==,11,11
C8iSKxhaAyu3AP/0//8rFw==,5,7
C8iSPxhRWyOTAP/w//AjEw==,13,13
C8iSehhZcSunAgCDAAorBw==,24,19
C8iSlxhQYxBXAf+K//8QFw==,69,69
C8iSrRhZ3CigAv/6AGwoHw==,35,37
C8iStRhXgCuvAgAP/4IrDw==,9,9
C8iT4BhjwjPXAwAAAAAzAw==,6,6
C8iTDBhUpCu/Af/5ADUrHw==,13,13
C8iTFhhJpCu5Af+vABErGQ==,6,6
C8iTJhhRASOPAgAG/3MjDw==,35,24
C8iTahhk7yu2Av9z//crGQ==,19,19
C8iTbxhSNTPFAQBdACMzBQ==,19,17
C8iTghhW9yuvAQAG/8srDw==,10,13
C8iTkBhYgSOPAAAC//UjDw==,6,9
C8iTpxhcSRtuAgAi/3cbDw==,64,67
C8iTuBhLnyuhBf+VAQErHQ==,9,9
C8iTxRhWzyOPAAAE/9kjDw==,26,29
C8iU7hhVICuvAQAG/8ErDw==,24,11
C8iUPBhY9Ci3Av9+//QoFw==,13,29
C8iUzhhPIiutAAAP/+grDQ==,25,25
C8iVLhhdogYQCP8V/owGFQ==,77,67
C8iVOxhYoyu/Av/yAGwrHw==,16,16
C8iVTxhSWCOEAQBBACUjBA==,58,45
C8iVlRhS1Cu7A/+IAIsrAg==,13,9
C8iVnhhVaiu/Av/yAH4rHw==,19,19
C8iVqxhc9gEYAP/LAAgBGA==,89,89
C8iVrxhMOyuyAv+k/4krEg==,28,35
C8iVvBhSDDPMAAAS/+wzDA==,13,36
C8iW1xhc5AYDAwCyACAGBw==,27,21
C8iW3BhQjTPfAQAjAAgzDg==,8,2
C8iW4Rhi1BtvAQAF/6AbDw==,72,71
C8iWFxhQBCuzBf8x/zIrEw==,43,23
C8iWIhhTrjPHAAAOAAEzBw==,1,1
C8iWIhhjmyunAQB0AAIrBw==,36,49
C8iWPRhXyiu/Af/2AFYrHw==,23,23
C8iWpRhTXjPGAAAhAAYzBg==,11,11
C8iX2BhM2SutAQAj/9ArDQ==,10,10
C8iX5hg5sSOECAGvAO0jBQ==,33,33
C8iX5hhPPRtjAgBlAIIbAQ==,75,75
C8iX5hhkZCurBwEX/tcrDA==,13,17
C8iX9RhY7hNGAAAwAAgTBg==,68,68
C8iXEBhahiOfAv/+AIAjAA==,72,63
C8iXEhg7SSOZAf+sAA0jGA==,21,17
C8iXGRhbkiOQAP/+/+cjEA==,72,67
C8iXHBhZ0yOHAwD1ABEjBw==,68,63
C8iXHRhQzjPVAP/t//gzFQ==,3,3
C8iXIxhYEiu3Av9t//QrFw==,19,22
C8iXMBhefDPAAAABAAgzAA==,4,4
C8iXOxhfnTPKBwHU/2MzCA==,66,50
C8iXTBhWYiujBwGU/7YrCg==,24,24
C8iXphhFJSOLAQBH/8wjCw==,79,78
C8iXuRhHwSu3Cf57/tMrFw==,21,21
C8iY+hhEryuhAv/gAJcrHg==,35,35
C8iY+xhcCCugAv/9AJ4rAA==,23,17
C8iY/BhcCCuvAv/n/2grEw==,39,31
C8iY/hhEMyOXAf+0//UjFw==,72,73
C8iY/xg3qyu6AP/YAAorGA==,11,11
C8iYJxheUzDXAf+U//8wFw==,65,67
C8iYsBg6ICOEAwBuAHsjAQ==,44,35
C8iZAxg4KyurAQBk/8crCw==,24,18
C8iZCRhMkCuzAf/K/7wrEw==,20,20
C8iZPhhSBSu4AP/IAAQrGA==,6,6
C8iZQhgsZRtxA//L/2AbEQ==,52,54
C8iZQxgubyuoAAA9//orCA==,22,28
C8iZRhg2Miu8A/9qAGErGQ==,34,58
C8iZbBhZsiuvAQAB/7IrDw==,28,42
C8iZnBhRrSu5Av9+/9crFQ==,36,33
C8iZzBg+tyuyAf/j/8krEg==,39,44
C8ia2Rg3FCuwAf/8/7ErEA==,18,24
C8ia9hg4xCuxA//V/1UrEA==,34,34
C8iaKRhIZjPPBf8i/4IzFA==,21,21
C8iaRRhZ8yOHAQBNAAAjCA==,66,74
C8iaRxgu/BthAAAEAAsbAQ==,47,44
C8iaTRhO9iuzAv+x/58rEw==,23,23
C8iaWxhL6iuwAQAA/6orDw==,17,17
C8iaexhIdRBMAAAV/+wQDA==,80,80
C8iahBhEEDPAAAAFACUzAA==,15,12
C8ib+Rg1jiu5AP/TAA8rGg==,11,11
C8ib4RhIBjPfAQAJAD0zAg==,14,19
C8ibNxg7UyuvAv/i/3ArEQ==,20,20
C8ibQhhAdyuoAgCq/8QrCw==,34,29
C8ibjBgz/SuxAf/m/7wrEQ==,18,18
C8ibqhhUXyuqAwC+/9ErCA==,16,16
C8ibuhhF+zPRAP/x/9MzEQ==,4,4
C8ibvBhGliu5AP/LAAgrGA==,7,15
C8ic+hhSMyOFAAAZAA0jBQ==,47,55
C8icHhhedTPfAv/tAIYzHw==,4,4
C8icIxg5/yu4Af++AAArGA==,11,11
C8icJxhN2DPYAf+zAAIzGA==,22,11
C8icKBhN7jPQAP/9/9EzDw==,11,4
C8icNhg33iu2Bf8h/24rEA==,15,15
C8icQhhN2DPYAP/dAAEzGA==,29,15
C8icSBhLsiuoBwG0/1ErCw==,23,26
C8icVhhDKiuiAwBMAJErAQ==,39,26
C8iccxhNgzPQAAAA//EzEA==,16,2
C8icdRg7pyu3BP9rAG0rHA==,22,22
C8icphhVqSuyA/+J/1IrEg==,14,18
C8icsRhLISutAgCC/6QrCg==,12,16
C8id3BhK1yuiAgByAE8rBg==,27,27
C8id8xhOUSu6Af+pACgrGg==,12,16
C8idSxhZ1BNWAP/U//gTFg==,33,41
C8idUBhajyu1AP/O/+krFQ==,24,20
C8idZxhWHiuoAQBi/+0rCQ==,24,31
C8idhRg3KiuyAv+4/34rEg==,35,28
C8idjhhO3yuiBABwAL8rAg==,20,20
C8idnhhb7Su3A/8v//wrFw==,27,27
C8ieDxhZ9RNWAf+o//ETFg==,64,68
C8ieNBhdoCurAwBQ/2MrEA==,24,24
C8ieUxhHcyuyAf/R/74rEg==,22,22
C8if2hhKYCupCAHv/4UrCQ==,50,20
C8ifGhhWgjPTAQA2/8IzEA==,9,9
C8ifQhhT8CugAQAPAF8rAA==,30,30
C8ifZBhkIDPKAQBE/+QzCQ==,32,11
C8ifxBhD6iu5B/5JAJgrHA==,21,21
C8ig5hhZYCupAQBL/90rCw==,35,5
C8igMhhLzSuoAAAq//krCA==,7,7
C8igPRhQ5CObAv+jAE8jHA==,61,44
C8iggBhaVjPOAgAp/2czDg==,19,15
C8igphhVyiu6AP/yAAcrGg==,6,8
C8igrhhibxtkAgB3AGAbBA==,74,62
C8ihOxhTUjPPAQAE/8MzDw==,11,11
C8ihShhNmSuyAf/L/60rEg==,24,24
C8ihVxhT7SOYAP/nAAMjGA==,7,7
C8ihgRhdaiu0Av+S/7QrFA==,18,6
C8ihmhhLhyuyBv94/sMrEg==,39,21
C8iiJhhbxCujAwCiAGorBQ==,37,41
C8iiMxhSQyuqAgCK/+QrBg==,14,14
C8iiRhhdASusAQAu/9IrDA==,51,50
C8iiiRhYtiupAAAl//crCQ==,26,5
C8iitRhTzCOYAv9JAAsjGA==,68,35
C8ij/hhgySuzBf8x/zMrEg==,22,68
C8ijLhhc/SusAQAm/9YrDA==,16,21
C8ijYBhRhyuyAv+x/40rEg==,28,36
C8ikAxhYDSu8Af+8AEorHA==,13,10
C8ikVRhhSyu/Av/8AHErHw==,23,23
C8ikjxhabyuiAQBYAEgrBQ==,25,30
C8ilnRhdrTPWA/9X/+czHA==,18,5
C8ilxhhV8iOKAgCk/70jCg==,78,72
C8imOhhfQCuvAQAF/6orDw==,56,59
C8imTBhgbiu6B/6IAJorFQ==,27,23
C8imVRhTIiu3BP7y/+QrFw==,9,9
C8in+BhXvDPIAwANAGszGA==,10,10
C8in3BhX1TDBAv/AAEswFw==,8,8
C8in3hhioCuwAf/z/5orEA==,34,27
C8in6RhWBiurBv9//3ErGA==,13,16
C8inIhhaFDDdAP/tABMwGw==,17,18
C8inaRhXcyuiAgA/AIErAA==,16,20
C8inwhhYHjPYAP/jAAIzGA==,17,5
C8io/hhZpzPcAP/8AAQzHA==,1,1
C8io7xhgbyu5BP87AIYrHQ==,18,17
C8ioFRhbNRBAAQAIAEsQAA==,74,75
C8iobBhXByu0AP/H//ArFw==,16,16
C8iofhhWTCuuAQA5/9YrBA==,10,8
C8ipZRhdJyuhAQAIAFkrAA==,11,11
C8iqyhhPvBtqBACtAFUbAg==,18,22
C8irLBheLCCPAAAD//MgDw==,19,18
C8irRBhfUSu0Af/G/9YrEw==,21,27
C8ircxhc3iu5A/90AGUrHQ==,17,17
C8isCRhU+zPeAP/7ABEzHg==,5,5
C8isChhXzyOeBf+rAQcjHw==,44,43
C8isSBhgWSu6Bf7VAF0rGQ==,16,8
C8iscRhd4iutAgB8/58rCg==,33,33
C8isyxhdnSu0A/92/34rEw==,25,21
C8it3RhVChNKAwCu/6kTCg==,63,61
C8itJBhSqxNDAwCAAJ4TAg==,40,54
C8itYRhVPCu4Cf2V/6QrFg==,24,24
C8itxRhTfRtiAAAQABUbAg==,10,16
C8iuDxhTciu6Av9/AEMrGg==,4,3
C8iuJxhj0jPCAf/kABMzFA==,19,19
C8iuMBhjkxNTAP/n/+oTEw==,74,72
C8iuRBhfdyu+Af/fAEkrHw==,25,25
C8iwFBhlTAEFAgCMAFsBBA==,96,95
C8iwmRhe6Cu0A/+X/4ArDg==,16,16
C8ix2hhj6CuzB/6qAB8rGw==,23,21
C8ix7hheajPGAQBzACUzBg==,9,9
C8ixYBhi9yizAP/i/94oEg==,23,16
C8iy4xhjfCuwAwCY//8rAw==,12,12
C8iyJxhkQyu7Af+jAEYrGw==,17,17
C8iyjRhfbiujAwCRAI4rBA==,20,20
C8izABhkuSuwCv4x/wQrEw==,18,28
C8izgBhgeCu/Af/zAFkrAA==,17,17
C8g+yhgk5Cu3Af+o//YrFw==,10,21
C8g//xgkyCuoBQCX/44rEQ==,29,29
C8g3DhgbFyunAgCaAAErBw==,34,34
C8g3fRgddCu+A/8oAAwrGA==,41,21
C8g5ZBgbcyu3Af+W//QrFw==,19,26
C8g9/RgkXyu4AP/+//UrCA==,7,7
C8gA4RgHOCupAgBu/9MrDA==,45,31
C8gAhhgkyiuxA//C/zsrEQ==,42,42
C8gBaxg5xiuoCAH8//YrCA==,17,17
C8gBfRhj4CuzAv+y/6orFA==,44,27
C8gBghglcSutAgAAAAArCg==,6,6
C8gCvhgkuyuwCABuAHsrGw==,15,15
C8gE4RgIxyu1Af+h/84rFQ==,19,19
C8gFPRgpySu9BP9mALMrHA==,18,18
C8gFshgLcDPdEwFpAvwzHA==,9,9
C8gGrBhIVjPeA//DAJ8zHg==,85,51
C8gHOBgW8Su+BgEnAG4rBw==,18,18
C8gHRxgQxDPEAQBZACwzAw==,18,18
C8gHohgX/yuqAQBS/9krCg==,61,61
C8gI/BgQ7wk+Bf+EARMJHg==,58,54
C8gI/hgTpyunAAAxAAcrBw==,7,7
C8gIfRgLOCu1Av9z/8ErFQ==,24,13
C8gJ5xgbMyusAQBO/9QrCA==,13,10
C8gJ7hg5RyulBwGpAMkrBQ==,23,19
C8gJFBgXUCu6AP/RABgrGg==,59,59
C8gL1BgOSCuvAQAR/54rDg==,21,7
C8gLvBgZAyuoBgC+/xYrDg==,30,37
C8gMcxgN+yurAgB7/7YrCw==,11,6
C8gMfRgSwjPSDgAE/9EzCw==,12,12
C8gMlxgO+yusAAAR//ErDA==,15,19
C8gN8hgayCuzAf/G/8srEw==,22,27
C8gO9xgQTiu7A/96AKIrGQ==,25,14
C8gOAxgVQiulAwCT/6ArDQ==,17,16
C8gPFhgQ4yu0AgAq/6ErDA==,18,19
C8gPmxgNlCu0Av9rAAArGw==,25,10
C8gQ7BgSsyONAQA3/7UjDQ==,73,61
C8gQdhgNXyi9Av/AAH0oHQ==,34,27
C8gQgRgQ0yu1AP/L/+grFQ==,27,31
C8gR8xgU7gk4Af+uAAIJGA==,68,82
C8gRrRgSYCu9BP/uAOwrBA==,18,9
C8gTIxgYJSusAQAw/74rDQ==,19,19
C8gU7xgZOSOKCQGS/oUjDA==,83,79
C8gUeBgRaiulAQBCACMrBQ==,13,13
C8gUlxgReiu1Af++/90rFQ==,13,13
C8gUoRgVZCuvAAAE/+4rDw==,9,20
C8gVPBgTdSutAAAK/+4rDQ==,26,26
C8gVXRgRWiutAQAr/8grDQ==,30,25
C8gXCRgWQQkkAQBbADgJBA==,72,71
C8gYBxgiISuoCAIMAAwrBw==,4,4
C8gaABgj2CuxAf/e/64rEg==,34,77
C8gaYRgfASObAv9vAGMjGw==,52,21
C8gafhgXujPNAAAK//EzDQ==,3,3
C8gbFBheCSOOAAAP/9wjDg==,95,96
C8gdNhgbVgkyAP/5//UJEg==,97,98
C8gdxhgaPiujAgCUABcrCg==,20,30
C8geAxgiiiusBAB+/0orCg==,41,41
C8gfuxgfnQkyBP+I/zUJEg==,92,99
C8ghIxgZazPWAP/j//kzFg==,10,10
C8ghLBgZBzPGAAAnAAwzBg==,2,2
C8gi1BgcwSuqAAAm//MrCg==,29,28
C8glYxgk9iurCAHR/7srCA==,9,9
C8gmMhguPyu1A/9P/6srFQ==,35,35
C8gmhhgv8Su/Av+lAIArHA==,8,8
C8gr9hgdriuvDQDp/XYrDg==,8,8
C8grYhgo7yu/AP/9AB0rHw==,92,25
C8gruRgVdyumAQBCABUrBg==,50,56
C8gsvBgaMSutAAAZ/98rDQ==,29,29
C8guvhgjqyu1Ev8l/wIrBQ==,25,25
C8gvzBga5Rt+Af/pAEYbHg==,59,56
C8h++xgkAyu7A/9dAHUrGw==,20,21
C8h+NRhVdiuoAQBK//4rCA==,9,9
C8h/6BhDxSutHAO0+ysrDA==,21,27
C8h/9xhXASurAAAT//QrCw==,11,11
C8h/gBhRwTDVAf+j/9MwFQ==,32,39
C8h/yhhR4jPNAAAF//czDQ==,13,13
C8h0gBgeZSuoAQBj//ArCA==,5,5
C8h0kBgdiyuwA//Q/zMrEA==,9,9
C8h1EhhXnSu7H/tABNQrGw==,90,86
C8h2dBgkTyu1Af+b/+krGQ==,19,19
C8h4JBgccyuoAQBm/+QrCQ==,24,20
C8h4bxhMegkxCv9u/egJEQ==,98,100
C8h5/RgciCu4Af+dAAErGA==,26,26
C8h61BgkqCukAAAfABgrBA==,39,52
C8h67BhemyukAQBIADcrBA==,21,21
C8h79Bg00yukAgCCAGArBA==,29,28
C8h7ZBhRliugAAABACwrHw==,44,59
C8h7lBgjnyuoAwDa//4rCA==,42,38
C8h7rxhlZSunAAAfABErAg==,17,17
C8h7tRhccjPQAf/9/6UzDw==,20,20
C8h8DhgdOSusAwBi/2UrDg==,29,27
C8h8cxhQpyusBwDX/pwrEA==,76,27
C8hBdRgn1CulBADoAIIrAw==,18,18
C8hBwBgghCuhAQAYADcrAQ==,19,75
C8hKdxglAyuqAQBN/9crCg==,7,7
C8hKmxge+SuwAP/4/9QrEA==,42,53
C8hLRRgcuCu3Af+S//QrFw==,29,38
C8hPxhgkKSuqAQBU/9wrCg==,18,24
C8hQlBgjACu/BP/WAOMrHw==,20,62
C8hUmxgd5CunAQB2AAorBw==,16,16
C8hWrRgrKiuyBf87/x8rEg==,30,30
C8hWrhgrKyONBgDX/swjDQ==,90,97
C8hXRxgd/Cu/Af/zAF8rHw==,9,9
C8hXhhge6Bt+AP/uACobHg==,57,66
C8hZ7hgfoCupAwBB/2orEw==,26,26
C8haKhgg5Cu0Av+S/7YrEw==,26,26
C8hd5xgmZyujEAKCAsQrAw==,37,37
C8hfehgt8iiiAAANABMoAg==,4,4
C8hh2hgfaiugAgBtAEgrCA==,2,2
C8hhKBg0txNUCP4H/0oTFw==,94,87
C8hi2RgfeiunBQFRAAsrBw==,17,17
C8hkWxghNiu4DvyDAAgrGA==,22,26
C8hkcRggjCu/Af/0AEwrHw==,35,35
C8hoLxggHyuoAQBj//0rCA==,52,54
C8ht2Rgv1htgBP/WANYbHg==,69,89
C8ht2Rgv1htwDf8t/UcbEA==,84,86
C8ht6RhdMBtgAwAeAKkbAA==,91,89
C8ht6RhdMBtwAP///+0bEA==,92,92
C8huHBg5miuuAgA3/5QrDQ==,20,20
C8hvCBgo2Rt5BP71AD0bGQ==,92,92
C8hvoRgfvCu4Af+eAAkrGA==,55,49
C8hwchgjVCu7AP/OAB4rGw==,17,17
C8hyLRgeDCu5Af+hABgrGQ==,17,62
C8hywxgdgiuoAQBW//QrCA==,19,19
C8hz6hgkMCuoBgEr/+YrGQ==,14,14
C8hz6hgkMCuxAf/J/64rFA==,30,30
C8hz7RgdnCupAAAQ//srCQ==,20,26
C8i2UhhjhCu2Av+r/64rEg==,39,28
C8i6tBhhoSumAv+Y/78rFA==,19,19
C8iA/Rgw7yusAQBS/+QrBw==,30,30
C8iAyxgl7yuhAQAaAFUrAQ==,19,19
C8iAzBg2viOUAP/P/+AjFA==,65,78
C8iBGBhXnCuqAgCO/7ErDQ==,13,13
C8iCYxg40Cu6A/9TAEMrGg==,20,20
C8iDBhgmexNPAQAK/54TDw==,83,83
C8iDBxhM7CutCgE6/g8rDg==,26,26
C8iDbhgyVCu2Af+G/+YrFg==,24,24
C8iDcBhhISurEwNP/UkrDQ==,85,96
C8iDnBgxwyu2CP8jAR8rHg==,25,25
C8iEhRggeBtuAwAq/1sbDg==,60,53
C8iEzhgeXiu2Af+S/+8rFw==,36,23
C8iFPxhfeCi9Av+zAHcoHQ==,28,28
C8iFZxhUciu4Af/CAAwrGg==,22,23
C8iFsxhejSumFAUDAI4rBw==,22,22
C8iIWhhOgyuxA/9i/54rFg==,21,24
C8iIcBhHqTPWAf/j/8AzDQ==,13,13
C8iJFRhOCyukAQBrACArCA==,8,4
C8iJYhhU5yu3Av9tAAwrGg==,29,31
C8iK9RhTlyuzBf+1/wArDA==,25,25
C8iLnhhV4xtuAAAN/90bDg==,80,72
C8iMAxhTHCu9A//GAMkrHw==,34,23
C8iQVhhcWRNAAwAFAMoTAA==,78,88
C8iSNBhZoRNfAf/3AFETHw==,57,64
C8iSOxhZbBNfAv/zAGoTHw==,48,30
C8iSShhWewYOBP+T//0GHg==,64,64
C8iSTxhYzBNPAgAN/5MTDw==,37,20
C8iSaxhTICulAQBsACsrBQ==,29,29
C8iSqxhVoiu3Af+///srFw==,23,19
C8iTJRhJjiu5AP/OAAwrGQ==,21,11
C8iTMxhkkSu+Af/vAEQrHg==,14,14
C8iTixhVtSunAQBBAAUrBw==,23,21
C8iUQBhaESuwAP/7/84rEA==,47,20
C8iUchhK6CurAQA8/9grCw==,15,15
C8iUfBhQdDPAAAABABgzAA==,12,10
C8iUmRhOiiu7BP8/AMUrHw==,51,34
C8iV/RhfMyONCAEQ/osjDQ==,71,55
C8iV7hhSwDPXAP/JAAQzGQ==,13,13
C8iV8hhZACuvAQAG/8krDw==,18,14
C8iVFhhV1iu3Av99//UrFw==,43,28
C8iVeRhPNyulAgCGADUrBQ==,62,62
C8iW7BhQkTPeAf/d//gzDw==,8,7
C8iWBBhW2CunAAA0AAUrBw==,1,3
C8iWERhT1hhvAQAM/8oYDw==,70,68
